text,level
The wedding celebration attended by all who are involved is the first step for the couple to succeed in marriage and get support from their mutual friends and families.,C1
"Besides, I have a good command of French and I speak English fluently, which might be useful during the voyage around the world.",B2
Her tragic death at the age of 36 shocked the world.,B2
"If you read the minutes of the meeting, they'll give you a broad outline of what was discussed.",B2
"Moreover, I missed my snowboard, so the surfboard, the waves, the sand and the sun were filling this empty place in me.",B1
"In his book, the most important thing is his character. He has never been pessimistic, he has never hated his parents.",B2
"As far as Laura was concerned, he was the most disgusting man in the world.",B2
I consider tourism a secure investment and one that is beneficial.,C2
This means that only 15% was allocat]e to cover the cost of entertainment and administration costs.,C1
There were a beautiful bride and a handsome bridegroom who were sleeping peacefully with smiles on their faces.,B2
I just enjoy his company.,B2
They've introduced a system whereby people can pay back their loans slowly over time.,C2
I know how to swim and dive from high places.,B1
"She has a small, private office.",B1
"Well, it looks like yours, you know, the same size and shape.",B1
"In the confusion after the bomb blast, I lost my bag.",B2
What I like the most is that I'm going to appear on T.V.,B1
The crowd poured out into the street.,C2
"He has an interview today, hence the suit.",C1
Stress is part and parcel of the job.,C2
"One day, the fox attacked his animals and he shouted as much as he could.",B2
Do you have any thoughts on where you want to spend Christmas?,B1
There was something but it slipped my mind before I reached it.,C2
"You can wear jeans, but I think the restaurant frowns on shorts and sneakers.",C2
"The points of the compass are North, South, East and West.",A2
How are you? I'm very well.,A1
Press escape to exit the game.,B1
"I was so tired, I couldn't think straight.",C1
"They got their hands on some anthrax bacteria, grew them in petri dishes and with all her knowledge in biology managed to make anthrax spores. Her friends ground the clumps of spores into fine particles.",C2
She wrote her name on the blackboard.,A2
We had a meal and then went to a nightclub.,B1
That's the old man who lives next door to Paul.,B1
She began her acting career in TV commercials.,C2
She's fluent in French.,B2
I try not to let my dancing classes interfere with my schoolwork.,C1
"I thought she seemed very bright, but also impulsive and unpredictable.",C2
"Professional waiters are polite, tolerant and show good manners.",B2
"I like this room because it's ""my world"" and because it is very big.",A2
She should have known better than to eat so much. No wonder she feels sick now.,B2
I played a trick on her and pretended I'd forgotten her birthday.,B2
I love my teacher too.,A1
They laughed at her jokes.,A2
Our subject for discussion is homelessness.,B1
"Last but not least, the problem of pollution. It is recognized as an increased hazard in modern society and if we take into account that the air we breathe is finite, we should do our best to restrict the main culprits such as cars, factories, insecticides and so on.",C2
Look on the bright side - no one was badly hurt.,C1
"Everything becomes alive with music and dancing, and everybody wears amazing costumes.",B2
He drew attention to the absence of concrete evidence against the defendant.,B2
I was pleased with the solution.,B1
She works in a hospital.,A1
Students are required to undertake simple experiments.,C1
Our house faces east,B1
We have developed a new technique for detecting errors in the manufacturing process.,B1
The threat of nuclear weapons has since grown into a constant condition.,C2
He left a note to say he would be home late.,A1
"While being interviewed, try to answer the questions directly and look into the interviewer's eyes.",B2
The committee's decision is final.,C2
Have you ever acted in a play before?,B1
We've been asked to reconsider the proposal.,C1
"The other two courses, at 5%, are still in line with the national average.",C2
"At the same time the sparkling, living and red-as-hell blood stain came out.",C2
English and German are closely related.,B2
Homelessness is not going to be eradicated unless we acknowledge that it is not anything else but a symptom of the imperfection of the society in which we live.,C2
"Therefore, I would like to propose a meeting that can be arranged in the next week so that we may continue this negotiation.",C1
"In the last few years, the trend of owning a cell phone has increased sharply.",B2
I also have the possibility of making new friends: I can connect to a special site which will enable me to meet people virtually.,B2
"Even in the inner city, streets are dark and don't give the feeling of safety after sunset.",B2
"The boy’s friends stood by him, firmly convinced of his innocence.",B2
Of course it is not as good as the carnival in Rio!,B2
It's been nearly three months since my last haircut.,A2
"Before we leave work each day, we make a backup of all the records we have entered into the computer that day.",B2
"There's gonna be a competition and I want to compete, but you know that my bicycle is a mess and very old.",B1
"If you compare house prices in the two areas, it's surprising how different they are.",B1
Terry lacks depth - he's a very superficial person.,B2
"Although I prefer wedding ceremonies the traditional way, I do feel that it's also a big market where brides-to-be get ripped off by the ridiculous prices of wedding gowns, venues and photographers.",C2
This is the first in his trilogy about India.,C2
Mary was a strong and intelligent woman. She was stronger and her personality was more developed than her aunt['s].,B2
The price is 50 euro.,A2
"I am 22 years of age and I have a degree in tourism. Furthermore, I have a working knowledge of English, Spanish, Catalan and Italian.",B2
"I hope this information helps you to make your decision. Best regards,",B1
The cave had the most incredible ice formation I had ever seen.,C2
I heard someone turn a key in the lock.,B1
"Karl Marx alerted us all to the fact that work can cause alienation, and that repetitive tasks, or tasks which do not involve a great deal of interaction with other human beings, can make us feel estranged.",C2
You can get some money off if you pay cash.,B1
It is best to avoid eating any one type of food to excess.,C2
My car is in the garage for repairs.,B1
Yesterday was my birthday and my mother gave me a small dictionary.,A1
Many of us have experienced moments of insecurity when everything seems so big and new that you wonder if you can deal with all the pressure or whether you will eventually manage to adapt to the situation at hand.,C2
Roger and I are old friends.,B1
"She won't mind your being late - besides, it's hardly your fault.",B1
I tried to brake but it was too late.,B2
The album includes four previously unreleased tracks.,B2
"This restaurant is in the heart of Tepec, and it is open from 10.00am to 6.00pm except on Friday.",B1
"The last few days I preferred to go swimming, because the temperature was above thirty degrees centigrade.",B2
We gave our diving equipment a final check before setting off.,B1
Sorry Mr. Smith but I'[ll miss tomorrow's class as I have to go to the vet with my dog.,B1
She's been in several television dramas.,B1
Orwell gives the animals human characteristics and we can identify with them.,B2
If you have in mind my recommendations you will see a sharp increase in the number of students.,B2
The novel was first published in 1880 and has been in print ever since.,C2
I have always thought that a person which is incredibly good at filling in blanks is not necessarily also an intelligent person.,C1
Two of the plane's engines had failed.,B2
I would like to finish by asking Mr. Smith to talk a bit about his life and his successful career.,B2
"By the way, this ocean was full of sharks, our guide said.",B1
I decided paint my bedroom red and gold!,A2
The park is really a disgrace.,B2
Mario's English pronunciation is excellent.,B1
I remember her as a very serious child.,B1
I fell off my bike when I hit a bump riding down the hill.,C1
We are living in the 21st century where everybody is surrounded by advanced technological methods.,B1
"With careful training, a dog will obey its master completely.",B2
Average incomes have risen by 4.5% over the past year.,B2
There are several radicals in the government.,C2
Move the counter forward two squares.,C2
"It is important for me, because without it I can't clean my teeth.",A1
"The failure of the social order Ralph tries to establish and the success of beautifully painted hunters led by Jack, hunting pigs up in the mountains, slowly makes the number of Ralph's supporters diminish.",C2
My teacher is terrific and she's always happy.,B1
Improving your English on your own (or a self-guide on how to get rid of your English teacher!).,C1
Please telephone me at home.,A2
"When they were there, Aunt Patience was obliged by her husband to go to her room and remain silent.",B2
"As the years went by, she found it hard to cope with her slow headway in classical piano and her endlessly unfinished songs played by ear.",C2
The country was partying for two weeks.,C2
How would you find the will to look for another job?,B2
His interest in the project declined after his wife died.,B2
"The room is rectangular, 4 times 6 metres.",B2
Eventually she had saved enough money to buy a small car.,A1
"In addition to air pollution, more noise will take place and as a result, our city residents' health will be threatened.",C1
He retired last week after 25 years' service.,C1
"After the period, when the bell rang, I stayed in the class to ask some questions and my new teacher gave me some explanations.",B1
Please contact our agent in Spain for further information.,B2
I didn't do it on purpose; it was dark and I just walked into it.,B1
"And as a reward, my father took out RM500 and gave it to the bystander.",B1
I think she takes advantage of his good nature.,B2
He mumbled something about it being a waste of time.,B2
I think you owe me an apology.,B2
We like hanging out at the mall.,B1
The film wasn't very good.,A1
We had ice cream with slices of mango.,A2
"If other departments use the online system, it seems to be down for a while.",C1
"But as years passed and the gap between the successful and unsuccessful began to deepen, the stress rate culminated.",C2
It is undeniable that he has made a positive contribution to the history of my country.,C1
Jo headed a very short list of candidates.,C1
Come here and give me a big hug.,B1
"Anyhow, as I said, I'll be away next week.",B2
"And likewise, common sense tells us it doesn't matter that oranges from Spain contain 0.01% more vitamin C than those from Florid[a], as long as we eat them every once in a while.",C2
I hope you follow my instructions and you'll see how everything works out fine.,B2
I heard a tapping on the window which made my blood run cold.,C2
The wood of the drawer squeaked.,C2
There's a growing need for affordable housing in the larger cities.,B2
The course books are accompanied by four CDs.,B1
"On the other hand you cannot survive without your pay-check and to be able to both make a career and have the time to be green, sometimes you just have to take the easy way out.",C1
"My boyfriend says I'd enjoy a hiking vacation, but I'm not convinced.",B2
She tried to sit up straight and quickly realized all her muscles were stiff from non-activity.,B2
I was surprised and shocked.,B1
"We have therefore decided that, at our company, we will try to keep our energy usage as low as possible.",C1
Do we have any stamps? I need to mail this letter.,A2
"Luminaries claim that the team spirit and the sense of competition have vanished, and it has been proven that exercise has a low priority compared to other recreational activities.",C1
More effective ways include the construction of bridges in heavy traffic areas and the expansion of METRO to even more areas of Athens.,B2
The food was all gone by the time we got to the party.,B1
We're playing with fire if we continue with genetic modification of our food.,C2
"Will you read me a story, daddy?",A2
She runs every day so she's in great shape.,B2
"To sum up, the only thing we can do is to find out a way to survive in such an impersonal working environment and create a more friendly and intimate atmosphere as before.",C1
She felt a sudden wave of sadness.,C2
Suddenly one of our group members started to sob.,B2
"You can also see how life is in our African villages, where there is no electricity or gas and where water comes only from the river.",A2
Cell phones have been around for years now.,C2
"I was really sad because these shoes had a lot of sentimental value for me, and they were made of genuine leather!",B1
These tablets dissolve in water.,C2
I work in a bank as a consultant.,B2
"You might regard me as an immature, seventeen year old girl for decorating my diary. Honestly I do not blame you for that.",C2
"She is attentive and affectionate, but most of all she is a sweet mother.",C2
I really enjoyed the scenery because near our tent there was a tiny waterfall; in front of our campsite there was a forest-that we explored; near us there was a big blue lake and some mountains at the back.,B1
Rossetti's work was inseparable from his life.,C2
It's a comedy program. They usually make jokes about politics or football players.,B1
"Look[ing] out of the window, I can see the birds high up on the trees.",B1
That swim has done me a world of good.,C2
"As a rule, children who ride bikes change their bikes for cars when they are older and are prepared a little for how to behave on the road.",B2
"It was the sort of statement that you know is final, and Mr. Cameron perceived this.",C2
I'm a complete beginner at yoga.,A2
"So Laura stepped into her boss'[s] office, wished him a Merry Christmas and resigned.",B2
Unfortunately none of us has ever tried to find the root of this problem but the influences that it has on the environment are obvious.,C1
A year ago my mother found an advertisement in a newspaper: some American directors of a summer camp were looking for i]nexperience but willing to work counselors.,C2
We are going to paint one side of the room orange and the others white.,A2
He was beaten in the first round.,B2
I don't believe that people want to hurt each other for money and power but this has happened all the time in the history of human beings.,B1
"I definitely know that having a cat brings inconvenience, you have to watch out for your curtains, it can scratch your sofa or your hand, but these are so few problems in comparison with all the affection it can give you.",B2
My brother told me that he crashed into the tree with his car and he was badly injured.,A2
The sky turned black and it started to rain.,B2
The doctors told my wife I had a 50 chance of survival.,B2
My thighs were aching after the climb.,B2
They were released after seven years in jail and were determined to prove their innocence and find the real murderer.,C1
The weight of the snow broke the branches of the trees.,B2
The town’s economy depends on the summer influx of tourists.,C2
It doesn't last longer than 45 minutes.,A2
Turn right at the first traffic light.,A2
"She's got a lot of strong points, more than weaknesses.",C1
"My father-in-law, I'm pretty sure, will be able to answer all your questions.",B2
It seems that he was lured into a trap.,C2
Instead of that I almost ended up in hospital suffering a nervous breakdown.,B2
I didn't have a chance to speak to her.,B1
All positive effects of the higher average age of people have the presumption that their health allows them to live like younger ones.,C2
I am taking a pottery class on Thursday evenings.,B2
"However, there is no doubt that it is a nice one.",B1
She is a very good judge of character and the institute has reared some very promising scientists.,C2
"I didn't know where the College was, and most of the people gave me wrong directions.",A2
He suffered such feelings of guilt over leaving his children.,B2
It only contains herbs and plant extracts so it would not be too harsh a product for the skin and will not destroy the skin's natural defenses.,C1
"We are listening to music, dancing, drinking champagne.",A2
Maybe after a thousand years of wars between Poland and Germany both sides have finally decided that fighting and killing is senseless.,C2
"I think that the car isn't the greatest danger to human life today, because I believe the greatest danger is the nuclear bomb.",B2
She reluctantly agreed to step down as managing director.,C1
I've just joined the local squash club.,A2
Please don't disturb Georgina - she's trying to do her homework.,B2
The famine has obviously taken its toll on him.,C2
We thought we'd pay Sam a visit while we're in Atlanta.,B2
"First of all, we are going to the beach where some sailors are going to teach us how to sail.",B1
We sometimes have classes in the library or the computer room.,A1
"To this day, and for many years to come, this piece of music brings back the dirty wrinkled face of the loneliest person I've ever known.",C2
"I knocked over the girl's cup, which was still full of milk.",B2
She ran away from home at the age of 13.,B2
"Well, for one thing, you cannot spy on your subjects 24 hours a day - they would not allow it, and it would be prohibitively expensive.",C2
What exactly is the nature of your business?,C1
"During rush hours, you often see cars lined up with just one person inside, each car polluting the environment.",B2
He asked me if I had any change.,B1
London has a very international flavor.,C2
"In conclusion, like all things in life, shopping can be pleasant or irritating depending on your patience and on your mood that day.",B2
"I sensed that invisible hand was touching my shoulder, but it didn't scare me, not at all.",B2
We're compiling some facts and figures for a documentary on climate change.,C1
"I was angry, and I got a cold!",B1
Extremely high interest rates and high unemployment were a fatal combination for many families.,C1
I would like to know more details and what facilities are available.,A2
We nursed the injured sparrow back to health.,C2
A major portion of the company's profit goes straight back into new projects.,C1
My home is opposite the police station.,A2
I'm still unhappy about my present accommodation for the following reasons.,B1
This film is a typical romantic story with a happy ending.,B1
Items must be returned within fourteen days of receipt.,B2
"As you get older, you have all sorts of aches and pains.",B1
In the disco I can meet more new people.,A1
"The villagers were also relieved that a ""bomoh"" or witch-doctor had been summoned to exorcise the pontianak.",C2
All the claims made on your leaflet weren't at all supported by evidence.,C1
"When I arrived, my granddad was waiting for me.",A2
"He regained his health in a month, and helped police to capture the loan gang.",B2
His ambition is to run his own business.,B1
I'm just a kid at heart.,C2
I felt the touch of his hand on my face.,B2
Take the third turn on the left.,A2
"Anyway, as I told you I wanted to go the resort, once I had booked a room, without delay. But on my way something happened.",B1
"But when he came back, his popularity was increased. That's reasonable, because he's got style, he is authentic and brilliant.",B2
"I want to sell an English book called ""Cats and Dogs"". There are lots of different and funny stories in it.",A2
"A tall slim Soc came up and said:- ""I will, Daryl old bud."" It was James, Daryl's old school friend.",B2
The colors look much better in daylight.,B2
"Sometimes I was seduced into buying very ""useful"" things by some cunning and attractive commercials on the television.",C2
Once again I'm sorry.,B1
Her self-portrait was chosen for inclusion in the exhibition.,C1
She spoke about young people that want to start this kind of career: she was so encouraging!,B2
I have left my passport in the living room.,A2
Traffic slows to a crawl during rush hour.,C2
"Although I agree with some of the statements given by the young people, I do not see eye to eye with all of their viewpoints.",C2
"I have recently noticed that they are stored in dark, damp rooms because the library has no money to restore these places.",B2
I think a face can show so much and some day I hope I could become a photographer.,B2
"This was my Dad, always doing weird things for no apparent reason.",B2
"In Britain, the NHS provides free health care for every citizen.",C1
She had five unique paintings by Van Gogh which were priceless.,B2
They were raising money for charity.,B2
His last book sold eight million copies.,B2
Most of these people are very poor.,A1
"Although there is no conclusive evidence of the influence of food on people's behavior, we can observe certain patterns of behavior depending on what kind of food people eat.",C2
What are we having for supper?,A2
She'd stuck by Neil through thick and thin.,C2
"But there is one special ""embarrassing moment"" that even today I blush when I think about it.",B2
Thick fog has made driving conditions dangerous.,A2
They have a big house.,A1
She sat there with an air of serenity about her.,C2
Stop biting your nails!,B2
We had to fill in our questionnaires and discuss the answers in our class.,A2
"That's nice, but do you think that money is all that matters? Definitely not!",C1
The bus was late yet again.,B2
And sometimes the item you are looking for is out of stock.,B2
It costs about three million VietNam dong (VND).,A2
The government is being criticized by the press for failing to pass air pollution legislation.,B2
"I think that it is a little bit shortsighted to project everything that seems not likely to be done during our “active” time as workers into the future ""when we will have time enough.""",C2
"I wouldn't usually ask for your help, but the fact is I'm desperate.",B2
"I have many plans, I want to show you all the remarkable sights in Georgia.",B1
He had a narrow escape when a falling tree crushed his car.,C2
Working-class families can't afford these prices.,C1
"Not only is Lord Trimingham a noble and refined representative of Edwardian aristocracy, but also he is kind towards Leo.",C2
"I'm going to paint my bedroom with the pink paint. Remember to put on your old clothes. If not, your clothes will become pinky and you can't use them anymore.",A2
It should also be pointed out that Alexander is a broad-minded and sociable person with outstanding organizational skills.,C2
Use a semicolon to separate the groups of items in your list.,B2
"After I had told him about it, he was in such despair that he was not able to utter a single word.",C2
It really made it easier for me and it would have cost me a fortune to stay in a hotel.,B2
"It is desirable that they include showers, although a bath tub would be nice, too.",B2
The storm broke just as we reached home.,C2
Their nine-year-old son is left to run wild.,C2
You'll see the modern Japan.,B1
I can assure you that the food will be delicious.,B2
I once had a pen pal in Jamaica.,A2
The gardening books are in that bookcase on the left.,A1
I bought it five years ago.,A1
He managed to pay off his debts in two years.,B2
My office is on the ground floor.,B1
My work has piled up and I have to carry on.,B2
Do not trust him and be careful.,B1
I like for everything to be in order before I go away.,B2
I feel that I have benefited greatly from her experience.,B2
I got here by boat because it doesn't have an airport and it's too difficult for helicopters to land.,A2
What time does the concert begin?,A1
I want to specialize in finance and banking.,B2
He is one of the top chefs in Britain.,A2
Several professors joined the march to show solidarity with their students.,C1
Only managers are authorized to sign expense forms.,C1
"As far as the hotel is concerned, I feel that it wasn't a luxurious one.",C1
The ship sank with disastrous consequences.,B2
"He won $1,000 for his short story.",A2
He beat out a jazz rhythm on the drums.,B2
I knew all the ins and outs of every story but I couldn't stay one single day in bed without reading it.,C2
"Anyway, it was too late for regrets.",B2
Listening to music is my escape from reality.,B2
"Ultimately, it leads to a lot of diseases and early death.",C1
"Areas which are not transited regularly (such as warehouses, restrooms, etc.) are to be kept in minimal lighting conditions.",C1
"Maybe the RSPCA should demonstrate, to show that it's not accept]able We have to stand up for their rights!",B2
Spare a thought for all the people who have lost their homes.,C2
"Before I forget, the weather is getting a bit chilly here, bring something warm with you.",C1
"Most mushrooms are completely harmless, but some are poisonous.",B2
There's a lot of discussion on the message boards about this issue.,B1
The baby was born with a chromosome deficiency and the specialists gave her a life expectancy of up to six months.,C2
"He aimed for the heart, and, when he was about to fire, an innocent pigeon landed on his rifle. Paul wasn't expecting this, and his shot missed the judge.",B2
What will happen if the biggest companies go on merging and reducing the number of their employees?,C2
He unwound the bandage.,C2
A waiter came to take our plates away.,B2
The baby had managed to climb out of his crib.,B2
Sorry if I sounded so harsh in the letter but I felt it was important to make these points.,C1
Dandelions are common weeds.,C2
The program was more concerned with politics than the history of the place.,C1
"She called me stupid and fat, and that really hurt.",B1
We will wear normal and comfortable clothes while painting.,A2
Stella has very kindly offered to help out with the food for the party.,B1
"It had never crossed her mind that Matt could ever be possessive, but after long discussions trying to persuade Matt, Alice won.",C2
"If you are a religious person, you should get married in a church.",B2
Even a small donation can do a lot of good.,B2
I saw that orange cat today.,A1
Don't forget it has 4GB of memory.,A2
"Mr Garland asked Tom again in his quiet, timid voice.",C2
The situation has become absolutely intolerable.,C2
Joe made a face when he saw what was for lunch.,B1
A country should not be visited only to enable the tourist to draw a comparison between his country and the foreign one.,C2
She showed me how to use the new bookkeeping program.,B1
She made literature classes an engaging activity and fun and turned reading into an absorbing and fascinating occupation.,C1
The beauty of the plan is that it won't cost anything.,C2
He's a keen rugby fan.,A2
I've sent off ten applications but I've only had rejections so far.,C2
The suburbs spread for miles in every direction.,B2
I need my laptop because I saved my school project o] it.,A2
"To avoid being injured, you must follow all the guidelines provided by your employer.",C1
My favorite pullover is one with small hearts.,B1
"Carolina has conquered the world, not only through her impressive results but through her appearance in front of the cameras, her idealistic ideas and her constantly happy mood.",C1
"So don't take the telephone for granted, but keep in mind that our modern way of life is mainly due to its invention.",B2
"Luckily, I had some money with me.",B1
There is probably no child who hasn't heard about the holes in the ozone layer or the greenhouse effect.,C1
Claire I want to tell you that we have to believe in miracles!,B1
At such moments he became angry and aggressive.,B2
As you know I am an au pair in London and I sometimes have to babysit i] the evening.,B1
We can meet at your convenience.,B2
The city lies in ruins.,C1
"I'm sure he'll go, he just needs a little push that's all.",C1
"They don't have a personal life anymore because of this, and photographers are following them everywhere because they want to take an exclusive picture, so they can earn a lot of money with it when a magazine wants to buy it.",C1
I applied for this course and went to my first lesson last week.,B1
It was not likely that he had done the murder - because there was no motive.,B2
"It's in the country, near Sopramonte.",A2
They couldn't conceal their triumph at the result.,C2
I'm very interested in sports.,A2
"She lit up the whole stage when she danced, as she tapped her feet in rhythm with the music.",B2
"They do not take the time to sit down and enjoy being with their family. The work comes first, and the family next.",C1
They have admitted liability for the damage caused.,C1
Mary stumbled on the loose rocks.,C2
Did you pack a razor?,B2
"The first one is an issue that has become one of the main subjects of the last ten years and affects the whole world, so it will interest your readership.",C1
This area is still wild.,B2
"Slightly opening the door, she peered inside: a small shaft of moonlight passing through the curtain lit the small room: there was nobody inside, and the phone on the old desk was silent.",C2
Have I pronounced your name correctly?,B1
"As you can see, I managed to do the project successfully.",B2
"However, my blissful thoughts were suddenly and rudely interrupted by the racket going on next door.",C2
Over two hundred people attended the funeral.,B1
"While she was teaching, I fell asleep and two minutes later I felt a tap o] my back.",B2
"Meanwhile, if you agree, I can do some English exercises to cover the class that I'm going to miss.",B1
Despite being in my fifties I am healthy and in good shape.,B2
He spent eighty cents on a chocolate bar.,A2
"Instead, it matters how far they get with perfecting their skills.",C2
I've always had a soft spot for her.,C2
I hope you can come here and get to know him.,B1
"As I work as a bilingual secretary in a multinational company, I use English regularly.",C1
I'll keep it forever in my memory!,B1
The company has a very hierarchical structure.,C2
"After buying your mobile phone, it is important to know that it can't be used for an unlimited time. It will have to be recharged and, in the end, it will let you down when most needed.",C1
Beat the butter and sugar together and slowly add the eggs.,A2
The water in the reservoir is allowed to flow through an opening in the dam.,C2
"I had also forgotten to remind my friends and teachers to bring their own knife and fork to our lunch, but fortunately one of my friends managed to get hold of some spare knives and forks.",B2
The work should be done no later than Friday.,B1
Hopefully it won't rain.,B1
"And do you know what, we met your daughter-in-law.",B2
The factory closed over ten years ago.,B2
Even objects that came indirectly into our possession may cast an emotional spell on us.,C2
His behavior falls short of what we expect.,C2
Roast the vegetables for 35 minutes.,A2
I am 22 years old and I am currently studying trade and tourism.,B2
"It is a small village, by the mouth of a river.",C1
I need to get to the post office to send this package.,B2
"As he got closer, one of the group's members, Paul, pointed a rifle at him.",B1
My grandpa bought the book for me.,A2
The basketball bounced off the rim of the basket.,B1
"A soft, cool breeze brushed my skin.",B2
Most of us have made a similar mistake at one time or another.,C2
"On behalf of the entire school, I would like to put forward a number of suggestions in regard to the improvement of the reception area.",B2
"It was a cartoon, telling a story about a monster, Stitch, who changed the life of a little girl called Lilo.",B1
I've developed a bit of a taste for opera.,C2
We really need you. It's an emergency.,B1
"Personally, I think the quality of teachers, school reputation and facilities should be the deciding factors for parents i] which schools their children should be educated in.",C2
Scientists are hoping for a breakthrough in the search for a cure for cancer.,B2
"I'm talking about Michael Ballack, who was transferred to the Chelsea soccer team at the beginning of this season.",B2
"Allow them to bring home friends and therefore develop social skills. In my opinion, that should do the job.",C2
Did you see that documentary on TV last night?,A2
Her designs are currently on show at the Museum of Modern Art.,C1
"Now I can buy the DVD ""Star Trek - The Motion Picture"".",B1
I could hear an owl hooting in the tree nearby.,B2
I'm having my hair cut after work on Thursday.,A1
He looked for the owner and gave him the suitcase. He also asked about its contents.,B1
I think there will be tall buildings and the population will rise a lot. I think there will be robots too.,B1
My teacher helps me when I don't understand.,A1
It was a foggy afternoon and I was at home.,A2
Put the car into reverse.,C2
He has got long fair curly hair and big blue eyes.,B1
I can't hate him - he's my own flesh and blood.,C2
"Everything rang hollow to her, so she decided to follow him in order to understand what had happened and her fiancé became so friendly and understanding.",C2
His speech was in good taste.,C2
I gasped with astonishment at the juggler's dexterity.,C2
This building has five floors.,A2
Then she took a relaxing bath and 20 minutes later she was fast asleep.,C2
"In addition, the reduced price mentioned refers exclusively to UK students, which caused significant problems.",C1
"Family gatherings can offer the individual a sense of warmth, of belonging and of coherence.",C2
He died at home after a long illness.,B1
I normally order fried fish.,B1
Our superiors are always helping to maintain a healthy and comfortable work environment so we do our job more efficiently.,C1
This letter is to inform you that I will not be able to attend tomorrow's class due to medical issues. I apologize for the short notice.,B1
"When they divorced, it was Nicola who won custody of their two children.",C2
He passed the exam with flying colors.,C1
He's very humble about his success.,C2
He offered her a trip to Australia but she turned it down.,B2
I swept the floor.,B2
"Hi Joe, I would love to see the film with you. We must have dinner after.",A2
"That puppy was the cutest thing: a tiny body, with floppy ears, a curious wet nose that wanted to sniff everything on its way, and huge cheerful eyes.",C2
"Unlike Annie Lennox, whose voice sounds so pure and full of emotion.",B2
"This book which I adored as a child, and as a matter of fact, one which I often come back to, comprises seven volumes, each giving a vivid account of the adventures that the Pevensie siblings, Lucy, Edmund, Susan and Peter, encounter in the magical land of Narnia.",C2
She didn't mention her daughter.,B1
I feel as if you were bubbling over with excitement as you never had done before.,C1
"With extra income from private sponsorship, the club is just about managing to keep its head above water.",C2
They would have difficulty in sleeping outdoors.,B1
There is general concern about rising crime rates.,B2
"If you are busy at that time, you can call them to fix a new date.",B2
Her last film was even better.,B1
Getting water to these people is a matter of life and death.,C2
Many companies have adapted popular applications to the smartphones and tablets.,B2
Three wins in a row helped restore the team's confidence.,C1
I forgot my Yu-gi-oh card deck at your house yesterday.,A2
Tom comes across as a lively as well as a reliable person.,C1
It has 1095 pages and it is very big.,A1
UN forces were assigned the task of rebuilding the hospital.,C1
We went there in May - I mean June.,A2
My new house is in the center of Rome.,A2
The wound became infected.,C2
What a disappointing conclusion!,B1
The two sides have agreed to talk.,B2
"I left the stadium disappointed, fearing that Portugal would not qualify for the World Championships once more.",B2
"Finally, the students have only a 5% discount for the services rendered by the arts centre in contrast to the fact that we agreed initially that a 10% discount would be more adequate.",C1
You need to spend at least 20 minutes on each exercise.,A2
"Well, nowadays I hardly ever watch television, as time is something that I really don't have enough to spend.",B1
"But Macon is a practical man, so he tries to find the advantages of living on his own.",C2
People were starving to death and various crimes took place.,C1
He was chosen to represent France at the Olympics.,B2
My target is to be a professional tennis player but I need to work hard for it.,B2
Most of the coastal villages lose their traditional element - their value - and they become redeveloped in order to be in accord with the growing need to attract people.,C1
"On our way I saw small streams, small areas of jungle and beautiful animals also.",B1
You need to use a special kind of paint.,B1
She cut herself a slice of bread.,A2
His comments really irritated me.,C1
I looked over the paper I had been given.,C1
"Luckily, both my parents were very open-minded.",C1
The media source and its credibility play a major role in determining the objectivity and realistic portrayal although there have been cases where even mainstream publications have participated in manipulative alterations.,C2
He needs the money very badly.,A2
"I tried to run but with my first step, I kicked something that fell to the floor.",B1
"When he asked me out, I didn't think twice!",C1
For homework I want you to write an essay on endangered species.,B1
We'll be there before you know it.,C1
Her seven-month stay in the hospital was quite an ordeal.,C2
"If you wanted to do some outdoor activities, we could go fishing or even go walking through the green fields.",B1
"Also I want to take a big mirror, the dimensions are 0.70 x 1.20 m.",B2
"We listen to a tape sometimes, and mark wrong letters.",A1
"With both parents out at work, the kids were often left to their own devices.",C2
I faint at the sight of my own blood.,B2
Our main objection to the restaurant adding outdoor tables is that it will be noisy.,B2
What form of contraception do you use?,C2
The doctor examined him and took his temperature.,B1
Do you remember my old friend Jack?,A2
"She was the one who convinced me to go, and I am glad she did.",B1
I could give it back to you the following day.,B1
I don't have enough discipline to save money.,C1
Flash photography is not permitted anywhere in the museum.,B2
The diagram shows the system of production by which bricks are produced for the building industry.,B1
He was able to provide the police with some valuable information.,B2
I'd like to go to Hawaii.,A1
Everyone cheered as the winners received their medals.,B2
A young dog should be alert and playful.,C1
I'd done the same job for ten years and felt it was time to move on.,C1
"The next time she's late, go without her. That should teach her a lesson.",C2
I guess the changes occur once the young couple decides to marry and settle down.,C1
The important thing is to have the right measure of material richness so as not to let the negative aspects of it change us and to help us to achieve spiritual richness.,C2
She gave me an angry glare.,C2
Television can be a bad influence on children.,B2
He was walking ahead of me on the path and then he just vanished into thin air.,C2
"In our opinion, despite the friendly atmosphere of our club's meetings we find them very unattractive and rather ""dull.""",C1
We were in the garden and we grilled meat.,B1
She responded very enthusiastically to the idea.,B2
I come every Wednesday.,A1
We were sitting in the car when the lightning hit the roof.,B1
"A person distinguishes himself from others by different tastes, manners, characters.",B2
It follows that they too do not have enough time.,C2
We were served some superb seafood.,B2
Do you know the time?,A1
"Because the internet does provide the possibility of staying anonymous, it is very hard to find the people who use it for illegal or criminal actions.",C2
He has a golden opportunity to do research.,B2
